ID_Categoria,Descripcion
E1441,"PROFESOR A DE ADIESTRAMIENTO TECNICO, PARA INDIGENAS, FORANEO"
E1443,"PROFESOR B DE ADIESTRAMIENTO TECNICO, PARA INDIGENAS, FORANEO"
E1445,SUBDIRECTOR SECRETARIO DE CENTRO DE INTEGRACION SOCIAL INDIG
E1447,"JEFE DE ZONA DE SUPERVISION DE EDUCACION INDIGENA, DE TIEMPO"
E1451,PROFESOR ORIENTADOR DE ENFERMERIA FORANEO
E1461,"ORIENTADOR DE COMUNIDAD DE PROMOCION INDIGENA, MAESTRO NORMA"
E1471,MAESTRO A DE MUSICA DE EDUCACION INDIGENA FORANEO
E1473,MAESTRO B DE MUSICA DE EDUCACION INDIGENA FORANEO
E1474,"MAESTRO DE ENSEÑANZAS ARTISTICAS DE EDUCACION INDIGENA, EN E"
E1477,PROMOTOR BILINGUE CON SECUNDARIA TERMINADA
E1480,PROMOTOR BILINGUE CON BACHILLERATO TERMINADO
E1481,INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA
E1482,INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA DE TIEMPO
E1483,DIRECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA
E1484,DIRECTOR BILINGUE DE EDUCACION PRIMARIA DE TIEMPO COMPLETO T
E1485,MAESTRO BILINGUE DE EDUCACION PRIMARIA INDIGENA
E1486,MAESTRO BILINGUE DE EDUCACION PRIMARIA INDIGENA DE TIEMPO CO
E1487,PROMOTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA
E1488,MAESTRO BILINGUE DE EDUCACION PREESCOLAR INDIGENA DE TIEMPO
E1489,MAESTRO BILINGUE DE EDUCACION PREESCOLAR INDIGENA
E1490,MAESTRO DE GRUPO DE PRIMARIA DE CENTRO DE INTEGRACION SOCIAL
E1491,PROMOTOR BILINGUE DE EDUCACION PREESCOLAR INDIGENA
E1492,MAESTRA BILINGUE DE EDUCACION PREESCOLAR DE 3/4 DE TIEMPO EN
E1493,MAESTRO 'A' DE BRIGADA DE MEJORAMIENTO INDIGENA
E1494,MAESTRO BILINGUE DE EDUCACION PRIMARIA DE 3/4 DE TIEMPO EN C
E1495,MAESTRO 'B' DE BRIGADA DE MEJORAMIENTO INDIGENA
E1497,MAESTRO 'C' DE BRIGADA DE MEJORAMIENTO INDIGENA
E1498,MAESTRO DE BRIGADA DE MEJORAMIENTO INDIGENA DE TIEMPO C0MPLE
E1499,"MAESTRO DE CENTRO DE INTEGRACION SOCIAL INDIGENA, NORMALISTA"
E1500,INSPECTOR DE EDUCACION BASICA PARA ADULTOS EN EL DISTRITO FE
E1501,INSPECTOR DE EDUCACION BASICA PARA ADULTOS FOR.EO
E1503,"SUPERVISOR DE ALFABETIZACION, FOR.EO"
E1524,DIRECTOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA EN EL DIS
E1525,"DIRECTOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA, FOR.EO."
E1534,"PROFESOR C DE ENSEÑANZA TECNICA SUPERIOR, EN EL DISTRITO FED"
E1541,"JEFE DE MISION CULTURAL MOTORIZADA, FOR.EO."
E1551,"INSPECTOR FEDERAL DE EDUCACION DE ADULTOS, FOR.EO"
E1563,"MAESTRO DE ADIESTRAMIENTO DE ENSEÑANZA OCUPACIONAL, FOR.EO."
E1586,PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA EN EL DI
E1587,"PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA, FOR.EO."
E1588,PROFESOR DE CENTRO DE ENSEÑANZA OCUPACIONAL NOCTURNA EN EL D
E1589,PROFESOR DE CENTRO DE ENSEÑANZA OCUPACIONAL NOCTURNA FOR.EO
E1598,PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA CON FORTA
E1600,"JEFE A DE TALLER, EN EL DISTRITO FEDERAL"
E1601,"JEFE A DE TALLER, FORANEO"
E1602,"JEFE B DE TALLER, EN EL DISTRITO FEDERAL"
E1609,"JEFE E DE TALLER, FORANEO"
E1611,"JEFE F DE TALLER, FORANEO"
E1612,"JEFE G DE TALLER, EN EL DISTRITO FEDERAL"
E1613,"JEFE G DE TALLER, FORANEO"
E1614,"JEFE H DE TALLER, EN EL DISTRITO FEDERAL"
E1615,"JEFE H DE TALLER, FORANEO"
E1704,MAESTRO 'C' DE TALLER EN EL DISTRITO FEDERAL.
E1707,"MAESTRO D DE TALLER, FORANEO"
E1708,"MAESTRO 'E' DE TALLER, EN EL DISTRITO FEDERAL."
E1709,"MAESTRO E DE TALLER, FORANEO"
E1710,"MAESTRO 'F' DE TALLER, EN EL DISTRITO FEDERAL."
E1711,"MAESTRO F DE TALLER, FORANEO"
E1713,"MAESTRO G DE TALLER, FORANEO"
E1714,"MAESTRO 'H' DE TALLER, EN EL DISTRITO FEDERAL."
E1715,"MAESTRO H DE TALLER, FORANEO"
E1800,"AYUDANTE A DE TALLER DE PRIMARIA, EN EL DISTRITO FEDERAL"
E1802,"AYUDANTE B DE TALLER DE PRIMARIA, EN EL DISTRITO FEDERAL"
E1804,"AYUDANTE C DE TALLER DE PRIMARIA, EN EL DISTRITO FEDERAL"
E1811,"AYUDANTE A DE TALLER DE PRIMARIA, FORANEO"
E1813,"AYUDANTE B DE TALLER DE PRIMARIA, FORANEO"
E1815,"AYUDANTE C DE TALLER DE PRIMARIA, FORANEO"
E1817,AYUDANTE 'D' DE TALLER DE INTERNADO DE PRIMARIA FORANEO.
E1819,"AYUDANTE !E! DE TALLER DE INTERNADO DE PRIMARIA, FORANEO."
E1901,AYUDANTE 'A' DE TALLER DE CENTRO DE ENSEÑANZA AGROPECUARIA F
E1903,AYUDANTE 'B' DE TALLER DE CENTRO DE ENSEÑANZA AGROPECUARIA F
E1905,AYUDANTE 'C' DE TALLER DE CENTRO DE ENSEÑANZA AGROPECUARIA F
E2001,"AYUDANTE 'A' DE TALLER DE INDUSTRIAS DE EDUCACION INDIGENA,"
E2003,"AYUDANTE 'B' DE TALLER DE INDUSTRIAS DE EDUCACION INDIGENA,"
E2005,"AYUDANTE 'C' DE TALLER DE INDUSTRIAS DE EDUCACION INDIGENA,"
E2007,"AYUDANTE 'D' DE TALLER DE INDUSTRIAS DE EDUCACION INDIGENA,"
E2101,"AYUDANTE A DE TALLER PARA ALFABETIZACION, FORANEO"
E2102,"AYUDANTE B DE TALLER PARA ALFABETIZACION, EN EL DISTRITO FED"
E2200,"AYUDANTE 'A' DE TALLER, EN EL DISTRITO FEDERAL."
E2202,"AYUDANTE 'B' DE TALLER, EN EL DISTRITO FEDERAL."
E2204,"AYUDANTE 'C' DE TALLER, EN EL DISTRITO FEDERAL."
E2206,"AYUDANTE 'D' DE TALLER, EN EL DISTRITO FEDERAL."
E2208,"AYUDANTE 'E' DE TALLER, EN EL DISTRITO FEDERAL."
E2210,"AYUDANTE F DE TALLER,EN EL DISTRITO FEDERAL."
E2221,"AYUDANTE A DE TALLER, FORANEO"
E2223,"AYUDANTE B DE TALLER, FORANEO"
E2225,"AYUDANTE C DE TALLER, FORANEO"
E2227,"AYUDANTE D DE TALLER, FORANEO"
E2229,"AYUDANTE E DE TALLER, FORANEO"
E2231,"AYUDANTE F DE TALLER, FORANEO"
E2233,"AYUDANTE G DE TALLER, FORANEO"
E2330,PREFECTO A EN EL DISTRITO FEDERAL
E2331,PREFECTO A FORANEO
E2332,PREFECTO B EN EL DISTRITO FEDERAL
E2333,PREFECTO B FORANEO
E2334,PREFECTO C EN EL DISTRITO FEDERAL
E2335,PREFECTO C FORANEO
E2400,"HORAS DE AYUDANTE A, EN EL DISTRITO FEDERAL."
E2401,"HORAS DE AYUDANTE A, FOR.EO."
E2402,"AYUDANTE B, EN EL DISTRITO FEDERAL"
E2403,"AYUDANTE B, FOR.EO"
E2404,"AYUDANTE C, EN EL DISTRITO FEDERAL"
E2405,"AYUDANTE C, FOR.EO"
E2406,"AYUDANTE D, EN EL DISTRITO FEDERAL"
E2407,"AYUDANTE D, FOR.EO"
E2408,"AYUDANTE E, EN EL DISTRITO FEDERAL"
E2409,"AYUDANTE E, FOR.EO"
E2500,PROMOTOR A DE EDUCACION AUDIOVISUAL EN EL DISTRITO FEDERAL.
E2501,"PROMOTOR A DE EDUCACION AUDIOVISUAL, FOR.EO."
E2502,"PROMOTOR B DE EDUCACION AUDIOVISUAL, EN EL DISTRITO FEDERAL."
E2503,"PROMOTOR B DE EDUCACION AUDIOVISUAL, FOR.EO."
E2504,"PROMOTOR C DE EDUCACION AUDIOVISUAL, EN EL DISTRITO FEDERAL."
E2505,"PROMOTOR C DE EDUCACION AUDIOVISUAL, FOR.EO."
E2512,"ORIENTADOR PROFESIONAL DE EDUCACION AUDIOVISUAL, EN EL DISTR"
E2513,"ORIENTADOR PROFESIONAL DE EDUCACION AUDIOVISUAL, FOR.EO."
E2605,APOYO TECNICNO PEDAGOGICO
E2683,TRABAJO SOCIAL
E2708,JEFE DE SECTOR DE TELESECUNDARIA EN EL DISTRITO FEDERAL
E2709,"JEFE DE SECTOR DE TELESECUNDARIA, FOR.EO"
E2710,"INSPECTOR DE ZONA DE TELESECUNDARIA, EN EL DISTRITO FEDERAL"
E2711,INSPECTOR DE ZONA DE TELESECUNDARIA FOR.EO
E2724,"DIRECTOR, MAESTRO DE TELESECUNDARIA, EN EL DISTRITO FEDERAL."
E2725,"DIRECTOR, MAESTRO DE TELESECUNDARIA, FOR.EO."
E2780,"HORAS DE MAESTRO DE TELESECUNDARIA, EN EL DISTRITO FEDERAL."
E2781,"HORAS DE MAESTRO DE TELESECUNDARIA, FOR.EO"
E2782,PROFESOR
E2792,HORAS DE TELESECUNDARIA PARA FORTALECIMIENTO CURRICULAR
E4511,"TECNICO DOCENTE ASIGNATURA A (E.M.S.) DE E.T.I., FOR.EO"
E4513,"TECNICO DOCENTE ASIGNATURA B (E.M.S.) DE E.T.I., FOR.EO"
E4515,"PROFESOR DE ASIGNATURA A (E.M.S.) DE E.T.I., FOR.EO"
E4517,PROFESOR DE ASIGNATURA B (E.M.S.) DE E.T.I. FOR.EO
E4619,"PROFESOR ASISTENTE A (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4621,"PROFESOR ASISTENTE B (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4623,"PROFESOR ASOCIADO A (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4625,"PROFESOR ASOCIADO B (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4627,"PROFESOR TITULAR A (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4629,"PROFESOR TITULAR B (E.M.S.) DE E.T.I. 1/2 TIEMPO, FOR.EO"
E4653,"TECNICO DOCENTE ASOCIADO A (E.M.S.) DE E.T.I. 1/2 TIEMPO, FO"
E4655,"TECNICO DOCENTE ASOCIADO B (E.M.S.) DE E.T.I. 1/2 TIEMPO,FOR"
E4657,"TECNICO DOCENTE ASOCIADO C (E.M.S.) DE E.T.I. 1/2 TIEMPO, FO"
E4661,PROFESOR ASOCIADO C (E.M.S.) DE E.T.I. 1/2 TIEMPO FOR.EO
E4663,PROFESOR TITULAR C (E.M.S.) DE E.T.I. 1/2 TIEMPO FOR.EO
E4719,"PROFESOR ASISTENTE A (E.M.S.) DE E.T.I. 3/4 DE TIEMPO, FOR."
E4721,PROFESOR ASISTENTE B (E.M.S) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4723,PROFESOR ASOCIADO A (E.M.S.) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4725,PROFESOR ASOCIADO B (E.M.S) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4727,PROFESOR TITULAR A (E.M.S.) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4729,PROFESOR TITULAR B (E.M.S.) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4753,"TECNICO DOCENTE ASOCIADO A (E.M.S.) DE E.T.I., 3/4 DE TIEMPO"
E4755,"TECNICO DOCENTE ASOCIADO B (E.M.S.) DE E.T.I. 3/4 DE TIEMPO,"
E4757,"TECNICO DOCENTE ASOCIADO C (E.M.S.) DE E.T.I. 3/4 DE TIEMPO,"
E4761,PROFESOR ASOCIADO C (E.M.S.) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4763,PROFESOR TITULAR C (E.M.S.) DE E.T.I. 3/4 DE TIEMPO FOR.EO
E4819,"PROFESOR ASISTENTE A (E.M.S.) DE E.T.I. TIEMPO COMPLETO, FOR"
E4821,PROFESOR ASISTENTE B (E.M.S.) DE E.T.I. TIEMPO COMPLETO FORA
E4823,"PROFESOR ASOCIADO A (E.M.S.) DE E.T.I. TIEMPO COMPLETO, FORA"
E4825,"PROFESOR ASOCIADO B (E.M.S.) DE E.T.I. TIEMPO COMPLETO, FORA"
E4827,"PROFESOR TITULAR A (E.M.S.) DE E.T.I. TIEMPO COMPLETO, FOR."
E4829,"PROFESOR TITULAR B (E.M.S.) DE E.T.I. TIEMPO COMPLETO, FOR."
E4853,TECNICO DOCENTE ASOCIADO A (E.M.S.) DE E.T.I. TIEMPO COMPLET
E4855,TECNICO DOCENTE ASOCIADO B (E.M.S.) DE E.T.I. TIEMPO COMPLET
E4857,TECNICO DOCENTE ASOCIADO C (E.M.S.) DE E.T.I. TIEMPO COMPLET
E4861,PROFESOR ASOCIADO C (E.M.S.) DE E.T.I. TIEMPO COMPLETO FOR.
E4863,PROFESOR TITULAR C (E.M.S.) DE E.T.I. TIEMPO COMPLETO FOR.E
E7001,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'A',"
E7003,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'B',"
E7005,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'C',"
E7007,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !A!, 1"
E7009,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !B!, 1"
E7011,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !C!, 1"
E7013,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'A', 1/"
E7015,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'B', 1/"
E7017,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'C', 1/"
E7019,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'A', 1/2 TIEMPO, FO"
E7021,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'B', 1/2 TIEMPO FOR"
E7023,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'A', 1/2 TIEMPO FORA"
E7025,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'B', 1/2 TIEMPO - FO"
E7027,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR !A!, 1/2 TIEMPO, FORA"
E7029,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'B', 1/2 TIEMPO FOR."
E7031,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'C' 1/2 TIEMPO, FOR"
E7033,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO !C! 1/2 TIEMPO, FORA"
E7035,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'C' 1/2 TIEMPO, FOR."
E7043,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO !A!, 1"
E7045,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'B', 1"
E7047,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'C', 1"
E7049,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR 'A', 1/"
E7051,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR 'B', 1/"
E7101,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'A',"
E7103,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'B',"
E7105,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'C',"
E7107,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !A!, 3"
E7109,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !B!, 3"
E7111,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !C!, 3"
E7113,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'A', 3/"
E7115,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'B', 3/"
E7117,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'C', 3/"
E7119,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'A', 3/4 DE TIEMPO,"
E7121,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'B', 3/4 DE TIEMPO"
E7123,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'A', 3/4 DE TIEMPO F"
E7125,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'B', 3/4 DE TIEMPO -"
E7127,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'A', 3/4 DE TIEMPO, F"
E7129,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'B', 3/4 DE TIEMPO FO"
E7131,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'C' 3/4 TIEMPO, FOR"
E7133,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO !C! 3/4 TIEMPO, FORA"
E7135,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'C' 3/4 TIEMPO, FOR."
E7143,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'A', 3"
E7145,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'B', 3"
E7147,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO !C!, 3"
E7149,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR 'A', 3/"
E7151,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR !B!, 3/"
E7201,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'A',"
E7203,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'B',"
E7205,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASISTENTE 'C',"
E7207,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !A!, T"
E7209,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !B!, T"
E7211,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASOCIADO !C!, T"
E7213,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'A', TI"
E7215,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'B', TI"
E7217,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, TITULAR 'C', TI"
E7219,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'A', TIEMPO COMPLET"
E7221,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'B', TIEMPO COMPLET"
E7223,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'A', TIEMPO COMPLETO"
E7225,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO 'B', TIEMPO COMPLETO"
E7227,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'A', TIEMPO COMPLETO,"
E7229,"PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'B', TIEMPO COMPLETO"
E7231,"PROFESOR DE ENSEÑANZA SUPERIOR ASISTENTE 'C', TIEMPO COMPLET"
E7233,"PROFESOR DE ENSEÑANZA SUPERIOR ASOCIADO !C! TIEMPO COMPLETO,"
E7235,PROFESOR DE ENSEÑANZA SUPERIOR TITULAR 'C' TIEMPO COMPLETO F
E7243,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'A', T"
E7245,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'B', T"
E7247,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASOCIADO 'C', T"
E7249,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR 'A', TI"
E7251,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, TITULAR 'B', TI"
E7303,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASIGNATURA 'A'"
E7305,"PROFESOR INVESTIGADOR DE ENSEÑANZA SUPERIOR, ASIGNATURA !B!"
E7307,"PROFESOR DE ENSEÑANZA SUPERIOR, ASIGNATURA 'A' FOR.EO."
E7309,"PROFESOR DE ENSEÑANZA SUPERIOR, ASIGNATURA !B!, FOR.EO."
E7311,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASIGNATURA !A!,"
E7313,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA ASIGNATURA !B!,"
E7315,"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA, ASIGNATURA !C!"
E7325,"PROFESOR INVESTIGADOR DE ENSEãANZA SUPERIROR, ASIG. C"
E7601,PROFESOR ASISTENTE A E.S. 1/2 TIEMPO
E7607,PROFESOR ASOCIADO !A! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7609,PROFESOR ASOCIADO !B! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7611,PROFESOR ASOCIADO !C! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7613,PROFESOR TITULAR 'A' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7615,PROFESOR TITULAR 'B' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7617,PROFESOR TITULAR 'C' (E.S.) DE CAPACITA- CION Y MEJORAMIENTO
E7637,TECNICO DOCENTE ASOCIADO !A! (E.S.) DE CAPACITACION Y MEJORA
E7701,PROFESOR ASISTENTE A E.S. 3/4 TIEMPO
E7707,PROFESOR ASOCIADO !A! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7709,PROFESOR ASOCIADO !B! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7711,PROFESOR ASOCIADO 'C' (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7713,PROFESOR TITULAR 'A' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7715,PROFESOR TITULAR 'B' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7717,PROFESOR TITULAR 'C' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7801,PROFESOR ASISTENTE A E.S. TIEMPO COMPLETO
E7807,PROFESOR ASOCIADO 'A' (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7809,PROFESOR ASOCIADO 'B' (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7811,PROFESOR ASOCIADO !C! (E.S.) DE CAPACI- TACION Y MEJORAMIENT
E7813,PROFESOR TITULAR 'A' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7815,PROFESOR TITULAR 'B' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7817,PROFESOR TITULAR 'C' (E.S.) DE CAPACI- TACION Y MEJORAMIENTO
E7903,PROFESOR ASIGNATURA 'A' (E.S.) DE CAPA- CITACION Y MEJORAMIE
E7905,PROFESOR ASIGNATURA 'B' (E.S.) DE CAPA- CITACION Y MEJORAMIE
E7907,TECNICO DOCENTE ASIGNATURA 'A' (ES) DE CAPACITACION Y MEJOR
E7925,"PROFESOR INVESTIGADOR DE ENSEãANZA SUPERIROR, ASIG. C"
E8621,PROFESOR CB II
E8623,PROFESOR CB III
E8625,PROFESOR CB IV
E9001,PROFESOR ASISTENTE 'A' (E.S.) 1/2 TIEMPO
E9003,PROFESOR ASISTENTE 'B' (E.S.) 1/2 TIEMPO
E9005,PROFESOR ASISTENTE 'C' (E.S.) 1/2 TIEMPO
E9007,PROFESOR ASOCIADO !A! (E.S.) 1/2 TIEMPO
E9009,PROFESOR ASOCIADO !B! (E.S.) 1/2 TIEMPO
E9011,PROFESOR ASOCIADO !C! (E.S.) 1/2 TIEMPO
E9013,PROFESOR TITULAR 'A' (E.S.) 1/2 TIEMPO
E9015,PROFESOR TITULAR 'B' (E.S.) 1/2 TIEMPO
E9017,PROFESOR TITULAR 'C' (E.S.) 1/2 TIEMPO
E9043,PROFESOR TECNICO ASOCIADO 'A' (E.S.) 1/2 TIEMPO
E9045,PROFESOR TECNICO ASOCIADO 'B' (E.S.) 1/2 TIEMPO
E9047,PROFESOR TECNICO ASOCIADO 'C' (E.S.) 1/2 TIEMPO
E9049,PROFESOR TECNICO TITULAR 'A' (E.S) 1/2 TIEMPO
E9051,PROFESOR TECNICO TITULAR 'B' (E.S.) 1/2 TIEMPO
E9101,PROFESOR ASISTENTE 'A' (E.S.) 3/4 TIEMPO
E9103,PROFESOR ASISTENTE 'B' (E.S) 3/4 TIEMPO
E9105,PROFESOR ASISTENTE 'C' (E.S) 3/4 TIEMPO
E9107,PROFESOR ASOCIADO 'A' (E.S) 3/4 TIEMPO
E9109,PROFESOR ASOCIADO 'B' (E.S) 3/4 TIEMPO
E9111,PROFESOR ASOCIADO 'C' (E.S) 3/4 TIEMPO
E9113,PROFESOR TITULAR 'A' (E.S) 3/4 TIEMPO
E9115,PROFESOR TITULAR 'B' (E.S) 3/4 TIEMPO
E9117,PROFESOR TITULAR 'C' (E.S) 3/4 TIEMPO
E9143,PROFESOR TECNICO ASOCIADO 'A' (E.S.) 3/4 TIEMPO
E9145,PROFESOR TECNICO ASOCIADO 'B' (E.S.) 3/4 TIEMPO
E9147,PROFESOR TECNICO ASOCIADO 'C' (E.S.) 3/4 TIEMPO
E9149,PROFESOR TECNICO TITULAR 'A' (E.S.) 3/4 TIEMPO
E9151,PROFESOR TECNICO TITULAR 'B' (E.S.) 3/4 TIEMPO
E9201,TROFESOR ASISTENTE 'A' (E.S.) TIEMPO COMPLETO
E9203,PROFESOR ASISTENTE 'B' (E.S.) TIEMPO COMPLETO
E9205,PROFESOR ASISTENTE 'C' (E.S.) TIEMPO COMPLETO
E9207,PROFESOR ASOCIADO !A! (E.S.) TIEMPO COMPLETO
E9209,PROFESOR ASOCIADO !B! (E.S.) TIEMPO COMPLETO
E9211,PROFESOR ASOCIADO !C! (E.S.) TIEMPO COMPLETO
E9213,PROFESOR TITULAR 'A' (E.S.) TIEMPO COMPLETO
E9215,PROFESOR TITULAR 'B' (E.S.) TIEMPO COMPLETO
E9217,PROFESOR TITULAR 'C' (E.S.)TIEMPO COMPLETO
E9243,PROFESOR TECNICO ASOCIADO 'A' (E.S.) TIEMPO COMPLETO
E9245,PROFESOR TECNICO ASOCIADO 'B' (E.S.) TIEMPO COMPLETO
E9247,PROFESOR TECNICO ASOCIADO 'C' (E.S.) TIEMPO COMPLETO
E9249,PROFESOR TECNICO TITULAR 'A' (E.S.) TIEMPO COMPLETO
E9251,PROFESOR TECNICO TITULAR 'B' (E.S.) TIEMPO COMPLETO
E9303,PROFESOR ASIGNATURA 'A' (E.S.)
E9305,PROFESOR ASIGNATURA 'B' (E.S.)
E9311,TECNICO DOCENTE ASIGNATURA 'A' (E.S.)
E9313,TECNICO DOCENTE ASIGNATURA 'B' (E.S.)
